email,veracidade,email_length,local_length,has_number,num_dots,num_unders,num_hyph,unique_ratio,alpha_ratio,digit_ratio,domain,domain_popular,domain_suspicious
lucas_assis@mailcatch.com,0,25,11,0,0,1,0,0.636,0.909,0.0,mailcatch.com,0,1
paula_vieira@trashmail.com,0,26,12,0,0,1,0,0.75,0.917,0.0,trashmail.com,0,1
help7767@disposablemail.com,0,27,8,1,0,0,0,0.75,0.5,0.5,disposablemail.com,0,1
mgomes@bol.com.br,1,17,6,0,0,0,0,0.833,1.0,0.0,bol.com.br,1,0
71594@spammail.net,0,18,5,1,0,0,0,1.0,0.0,1.0,spammail.net,0,1
vitoria@trashmail.com,1,21,7,0,0,0,0,0.857,1.0,0.0,trashmail.com,0,1
thiago@protonmail.com,1,21,6,0,0,0,0,1.0,1.0,0.0,protonmail.com,1,0
debora@hotmial.com,1,18,6,0,0,0,0,1.0,1.0,0.0,hotmial.com,0,1
carlos.barros@aol.com,1,21,13,0,1,0,0,0.615,0.923,0.0,aol.com,1,0
srodrigues@gmail.com,1,20,10,0,0,0,0,0.8,1.0,0.0,gmail.com,1,0
rodrigo_freitas@mailinator.com,0,30,15,0,0,1,0,0.733,0.933,0.0,mailinator.com,0,1
beatriz-gomes@gmaill.com,0,24,13,0,0,0,1,0.923,0.923,0.0,gmaill.com,0,1
s55bj.20c@tempmail.co,0,21,9,1,1,0,0,0.889,0.444,0.444,tempmail.co,0,1
roberto@randommail.xyz,1,22,7,0,0,0,0,0.714,1.0,0.0,randommail.xyz,0,1
eduardo@hotmail.com,1,19,7,0,0,0,0,0.857,1.0,0.0,hotmail.com,1,0
juliana.cunha@fake-mail.net,0,27,13,0,1,0,0,0.692,0.923,0.0,fake-mail.net,0,1
giorgia.souza@fake-mail.net,1,27,13,0,1,0,0,0.692,0.923,0.0,fake-mail.net,0,1
gustavo_rocha@outlok.com,1,24,13,0,0,1,0,0.846,0.923,0.0,outlok.com,0,1
paraujo@10minutemail.com,0,24,7,0,0,0,0,0.857,1.0,0.0,10minutemail.com,0,1
example714@yopmail.com,0,22,10,1,0,0,0,0.9,0.7,0.3,yopmail.com,0,1
sofia-barros@outlok.com,0,23,12,0,0,0,1,0.667,0.917,0.0,outlok.com,0,1
lp5mdiicd@spammail.net,0,22,9,1,0,0,0,0.778,0.889,0.111,spammail.net,0,1
felipe-cunha@tempmail.com,0,25,12,0,0,0,1,0.917,0.917,0.0,tempmail.com,0,1
gabriel926@gmail.com,1,20,10,1,0,0,0,1.0,0.7,0.3,gmail.com,1,0
user70@10minutemail.com,0,23,6,1,0,0,0,1.0,0.667,0.333,10minutemail.com,0,1
beatriz-carvalho@gmail.com,1,26,16,0,0,0,1,0.812,0.938,0.0,gmail.com,1,0
maria205@gmail.co,1,17,8,1,0,0,0,0.875,0.625,0.375,gmail.co,0,1
camila937@aol.com,1,17,9,1,0,0,0,0.889,0.667,0.333,aol.com,1,0
msilva@gmaill.com,1,17,6,0,0,0,0,1.0,1.0,0.0,gmaill.com,0,1
mariana812@aol.com,1,18,10,1,0,0,0,0.8,0.7,0.3,aol.com,1,0
561283@mailinator.com,0,21,6,1,0,0,0,1.0,0.0,1.0,mailinator.com,0,1
bruno_borges@yaho.com,1,21,12,0,0,1,0,0.75,0.917,0.0,yaho.com,0,1
jdias@outlok.com,1,16,5,0,0,0,0,1.0,1.0,0.0,outlok.com,0,1
sofia.mendes@icloud.com,1,23,12,0,1,0,0,0.833,0.917,0.0,icloud.com,1,0
4514220@guerrillamail.com,0,25,7,1,0,0,0,0.714,0.0,1.0,guerrillamail.com,0,1
marcos.souza@mailinator.com,1,27,12,0,1,0,0,0.75,0.917,0.0,mailinator.com,0,1
mdias@outlok.com,1,16,5,0,0,0,0,1.0,1.0,0.0,outlok.com,0,1
example682@spammail.net,0,23,10,1,0,0,0,0.9,0.7,0.3,spammail.net,0,1
sandra@bol.com.br,1,17,6,0,0,0,0,0.833,1.0,0.0,bol.com.br,1,0
nicolas-gomes@outlok.com,0,24,13,0,0,0,1,0.846,0.923,0.0,outlok.com,0,1
aline-assis@outlook.co,1,22,11,0,0,0,1,0.636,0.909,0.0,outlook.co,0,1
apereira@hotmial.com,1,20,8,0,0,0,0,0.625,1.0,0.0,hotmial.com,0,1
ayriberxe6l0d@mailcatch.com,0,27,13,1,0,0,0,0.846,0.846,0.154,mailcatch.com,0,1
nicolas@icloud.com,1,18,7,0,0,0,0,1.0,1.0,0.0,icloud.com,1,0
laura363@outlok.com,0,19,8,1,0,0,0,0.75,0.625,0.375,outlok.com,0,1
andre.araujo@gmx.com,1,20,12,0,1,0,0,0.75,0.917,0.0,gmx.com,0,1
eduardo.mendes@yaho.com,1,23,14,0,1,0,0,0.714,0.929,0.0,yaho.com,0,1
mariana85@icloud.com,1,20,9,1,0,0,0,0.778,0.778,0.222,icloud.com,1,0
825694@mailcatch.com,0,20,6,1,0,0,0,1.0,0.0,1.0,mailcatch.com,0,1
thiago.lima@outlook.com,1,23,11,0,1,0,0,0.818,0.909,0.0,outlook.com,1,0
eduardo_araujo@bol.com.br,1,25,14,0,0,1,0,0.571,0.929,0.0,bol.com.br,1,0
laura_pires.jr@outlok.com,1,25,14,0,1,1,0,0.786,0.857,0.0,outlok.com,0,1
bruno_nascimento@icloud.com,1,27,16,0,0,1,0,0.812,0.938,0.0,icloud.com,1,0
mariana54@mailinator.com,0,24,9,1,0,0,0,0.778,0.778,0.222,mailinator.com,0,1
camila579@uol.com.br,1,20,9,1,0,0,0,0.889,0.667,0.333,uol.com.br,1,0
help3961@fake-mail.net,0,22,8,1,0,0,0,1.0,0.5,0.5,fake-mail.net,0,1
antonio_pires@gmail.co,1,22,13,0,0,1,0,0.769,0.923,0.0,gmail.co,0,1
hleite@outlook.co,1,17,6,0,0,0,0,0.833,1.0,0.0,outlook.co,0,1
camila.mendes@live.com,1,22,13,0,1,0,0,0.769,0.923,0.0,live.com,1,0
h9ssox5imy51g@disposablemail.com,0,32,13,1,0,0,0,0.846,0.692,0.308,disposablemail.com,0,1
laura@disposablemail.com,0,24,5,0,0,0,0,0.8,1.0,0.0,disposablemail.com,0,1
jgomes@yaho.com,1,15,6,0,0,0,0,1.0,1.0,0.0,yaho.com,0,1
37845032@yopmail.com,0,20,8,1,0,0,0,0.875,0.0,1.0,yopmail.com,0,1
dalves@mailtemp.org,0,19,6,0,0,0,0,1.0,1.0,0.0,mailtemp.org,0,1
40623490487@mailme.one,0,22,11,1,0,0,0,0.727,0.0,1.0,mailme.one,0,1
40049022800@tempmail.com,0,24,11,1,0,0,0,0.455,0.0,1.0,tempmail.com,0,1
giorgia_pires.x@hotmail.com,1,27,15,0,1,1,0,0.733,0.867,0.0,hotmail.com,1,0
08849139@trashmail.com,0,22,8,1,0,0,0,0.75,0.0,1.0,trashmail.com,0,1
paula910@gmail.co,1,17,8,1,0,0,0,0.875,0.625,0.375,gmail.co,0,1
joao9@gmail.co,1,14,5,1,0,0,0,0.8,0.8,0.2,gmail.co,0,1
debora_santos@mailnow.org,0,25,13,0,0,1,0,0.769,0.923,0.0,mailnow.org,0,1
user279@fake-mail.net,0,21,7,1,0,0,0,1.0,0.571,0.429,fake-mail.net,0,1
henrique_silva@yaho.com,1,23,14,0,0,1,0,0.857,0.929,0.0,yaho.com,0,1
sofia_moreira@uol.com.br,1,24,13,0,0,1,0,0.692,0.923,0.0,uol.com.br,1,0
roberto@aol.com,1,15,7,0,0,0,0,0.714,1.0,0.0,aol.com,1,0
eduardo.ferreira@gmaill.com,1,27,16,0,1,0,0,0.562,0.938,0.0,gmaill.com,0,1
738257@10minutemail.com,0,23,6,1,0,0,0,0.833,0.0,1.0,10minutemail.com,0,1
help8680@tempmail.com,0,21,8,1,0,0,0,0.875,0.5,0.5,tempmail.com,0,1
rodrigo.moreira@aol.com,1,23,15,0,1,0,0,0.6,0.933,0.0,aol.com,1,0
nicolas916@hotmial.com,1,22,10,1,0,0,0,1.0,0.7,0.3,hotmial.com,0,1
beatriz25@gmx.com,0,17,9,1,0,0,0,1.0,0.778,0.222,gmx.com,0,1
paulao.gomes@trashmail.com,0,26,12,0,1,0,0,0.833,0.917,0.0,trashmail.com,0,1
giorgia_alves@gmail.co,1,22,13,0,0,1,0,0.769,0.923,0.0,gmail.co,0,1
camila_pereira@hotmial.com,0,26,14,0,0,1,0,0.643,0.929,0.0,hotmial.com,0,1
gabriel@hotmail.com,1,19,7,0,0,0,0,1.0,1.0,0.0,hotmail.com,1,0
paula_vieira.jr@mailme.one,0,26,15,0,1,1,0,0.733,0.867,0.0,mailme.one,0,1
support7489@yopmail.com,0,23,11,1,0,0,0,0.909,0.636,0.364,yopmail.com,0,1
debora969@terra.com.br,1,22,9,1,0,0,0,0.889,0.667,0.333,terra.com.br,1,0
contact3981@mailme.one,0,22,11,1,0,0,0,0.818,0.636,0.364,mailme.one,0,1
9686623458@mailtemp.org,0,23,10,1,0,0,0,0.7,0.0,1.0,mailtemp.org,0,1
juliana632@bol.com.br,1,21,10,1,0,0,0,0.9,0.7,0.3,bol.com.br,1,0
aline.mendes@randommail.xyz,0,27,12,0,1,0,0,0.75,0.917,0.0,randommail.xyz,0,1
96095800@10minutemail.com,0,25,8,1,0,0,0,0.625,0.0,1.0,10minutemail.com,0,1
362420@spammail.net,0,19,6,1,0,0,0,0.833,0.0,1.0,spammail.net,0,1
jcunha@outlok.com,1,17,6,0,0,0,0,1.0,1.0,0.0,outlok.com,0,1
beatriz_vieira@gmx.com,1,22,14,0,0,1,0,0.643,0.929,0.0,gmx.com,0,1
mmoura@bol.com.br,1,17,6,0,0,0,0,0.833,1.0,0.0,bol.com.br,1,0
ricardo75@gmail.co,1,18,9,1,0,0,0,0.889,0.778,0.222,gmail.co,0,1
admin4873@fake-mail.net,0,23,9,1,0,0,0,1.0,0.556,0.444,fake-mail.net,0,1
119984@spammail.net,0,19,6,1,0,0,0,0.667,0.0,1.0,spammail.net,0,1
5038944808@mailtemp.org,0,23,10,1,0,0,0,0.6,0.0,1.0,mailtemp.org,0,1
1caixflv6__4@mailinator.com,0,27,12,1,0,2,0,0.917,0.583,0.25,mailinator.com,0,1
3834455733@trashmail.com,0,24,10,1,0,0,0,0.5,0.0,1.0,trashmail.com,0,1
debora-borges@gmaill.com,1,24,13,0,0,0,1,0.692,0.923,0.0,gmaill.com,0,1
antonio@bol.com.br,1,18,7,0,0,0,0,0.714,1.0,0.0,bol.com.br,1,0
fsouza@outlook.co,1,17,6,0,0,0,0,1.0,1.0,0.0,outlook.co,0,1
sofia_silva@terra.com.br,1,24,11,0,0,1,0,0.727,0.909,0.0,terra.com.br,1,0
aline-souza@gmx.com,1,19,11,0,0,0,1,0.909,0.909,0.0,gmx.com,0,1
sandra50@outlook.co,1,19,8,1,0,0,0,0.875,0.75,0.25,outlook.co,0,1
ricardo@10minutemail.com,1,24,7,0,0,0,0,0.857,1.0,0.0,10minutemail.com,0,1
eduardo@aol.com,1,15,7,0,0,0,0,0.857,1.0,0.0,aol.com,1,0
marcos_borges@tempmail.com,1,26,13,0,0,1,0,0.769,0.923,0.0,tempmail.com,0,1
marcos.ribeiro@yopmail.com,0,26,14,0,1,0,0,0.714,0.929,0.0,yopmail.com,0,1
aline-lima@mailinator.com,1,25,10,0,0,0,1,0.7,0.9,0.0,mailinator.com,0,1
rafael_carvalho@aol.com,1,23,15,0,0,1,0,0.667,0.933,0.0,aol.com,1,0
user509@tempmail.co,0,19,7,1,0,0,0,1.0,0.571,0.429,tempmail.co,0,1
mateus701@live.com,1,18,9,1,0,0,0,1.0,0.667,0.333,live.com,1,0
mvieira@protonmail.com,1,22,7,0,0,0,0,0.857,1.0,0.0,protonmail.com,1,0
juliana-leite@outlok.com,1,24,13,0,0,0,1,0.692,0.923,0.0,outlok.com,0,1
79786530693@mailme.one,0,22,11,1,0,0,0,0.636,0.0,1.0,mailme.one,0,1
henrique@outlook.com,1,20,8,0,0,0,0,0.875,1.0,0.0,outlook.com,1,0
antonio.ribeiro@yopmail.com,0,27,15,0,1,0,0,0.6,0.933,0.0,yopmail.com,0,1
joao_costa@guerrillamail.com,0,28,10,0,0,1,0,0.7,0.9,0.0,guerrillamail.com,0,1
10021824@tempmail.co,0,20,8,1,0,0,0,0.625,0.0,1.0,tempmail.co,0,1
joao_moreira@terra.com.br,1,25,12,0,0,1,0,0.667,0.917,0.0,terra.com.br,1,0
454879387@mailme.one,0,20,9,1,0,0,0,0.667,0.0,1.0,mailme.one,0,1
luana-freitas@yahoo.com,1,23,13,0,0,0,1,0.846,0.923,0.0,yahoo.com,1,0
gabriel_pires@gmaill.com,1,24,13,0,0,1,0,0.769,0.923,0.0,gmaill.com,0,1
mailuser64@mailcatch.com,0,24,10,1,0,0,0,1.0,0.8,0.2,mailcatch.com,0,1
debora@fake-mail.net,0,20,6,0,0,0,0,1.0,1.0,0.0,fake-mail.net,0,1
paula_alves.jr@yahoo.com,1,24,14,0,1,1,0,0.786,0.857,0.0,yahoo.com,1,0
nsouza@icloud.com,1,17,6,0,0,0,0,1.0,1.0,0.0,icloud.com,1,0
nicolas-pires@yaho.com,1,22,13,0,0,0,1,0.846,0.923,0.0,yaho.com,0,1
316249802357@mailcatch.com,0,26,12,1,0,0,0,0.833,0.0,1.0,mailcatch.com,0,1
help3070@guerrillamail.com,0,26,8,1,0,0,0,0.875,0.5,0.5,guerrillamail.com,0,1
service9852@mailnow.org,0,23,11,1,0,0,0,0.909,0.636,0.364,mailnow.org,0,1
lucas64@aol.com,1,15,7,1,0,0,0,1.0,0.714,0.286,aol.com,1,0
support2749@trashmail.com,0,25,11,1,0,0,0,0.909,0.636,0.364,trashmail.com,0,1
luana_nascimento@live.com,1,25,16,0,0,1,0,0.75,0.938,0.0,live.com,1,0
295180579219@mailcatch.com,0,26,12,1,0,0,0,0.583,0.0,1.0,mailcatch.com,0,1
rodrigo.nascimento@bol.com.br,1,29,18,0,1,0,0,0.722,0.944,0.0,bol.com.br,1,0
example208@guerrillamail.com,0,28,10,1,0,0,0,0.9,0.7,0.3,guerrillamail.com,0,1
vitoria.rodrigues.jr@yopmail.com,0,32,20,0,2,0,0,0.65,0.9,0.0,yopmail.com,0,1
na0236qk3qhad3@spammail.net,0,27,14,1,0,0,0,0.714,0.571,0.429,spammail.net,0,1
bmoura@outlook.co,1,17,6,0,0,0,0,1.0,1.0,0.0,outlook.co,0,1
joao85@gmaill.com,1,17,6,1,0,0,0,0.833,0.667,0.333,gmaill.com,0,1
camila.ribeiro@trashmail.com,1,28,14,0,1,0,0,0.714,0.929,0.0,trashmail.com,0,1
aline68@icloud.com,1,18,7,1,0,0,0,1.0,0.714,0.286,icloud.com,1,0
test23@tempmail.com,0,19,6,1,0,0,0,0.833,0.667,0.333,tempmail.com,0,1
gustavo-mendes@gmx.com,1,22,14,0,0,0,1,0.857,0.929,0.0,gmx.com,0,1
laura604@tempmail.com,0,21,8,1,0,0,0,0.875,0.625,0.375,tempmail.com,0,1
769556@spammail.net,0,19,6,1,0,0,0,0.667,0.0,1.0,spammail.net,0,1
215767619@mailme.one,0,20,9,1,0,0,0,0.667,0.0,1.0,mailme.one,0,1
fsouza@outlok.com,1,17,6,0,0,0,0,1.0,1.0,0.0,outlok.com,0,1
h3rfwt@10minutemail.com,0,23,6,1,0,0,0,1.0,0.833,0.167,10minutemail.com,0,1
rodrigo@randommail.xyz,0,22,7,0,0,0,0,0.714,1.0,0.0,randommail.xyz,0,1
thiago_santos@uol.com.br,1,24,13,0,0,1,0,0.692,0.923,0.0,uol.com.br,1,0
nicolas_barros@hotmial.com,1,26,14,0,0,1,0,0.714,0.929,0.0,hotmial.com,0,1
help4290@mailcatch.com,0,22,8,1,0,0,0,1.0,0.5,0.5,mailcatch.com,0,1
aline.costa.x@hotmial.com,1,25,13,0,2,0,0,0.846,0.846,0.0,hotmial.com,0,1
support657@10minutemail.com,0,27,10,1,0,0,0,0.9,0.7,0.3,10minutemail.com,0,1
aline-mendes@hotmail.com,1,24,12,0,0,0,1,0.75,0.917,0.0,hotmail.com,1,0
h52dfzwk7phrk@spammail.net,0,26,13,1,0,0,0,0.846,0.769,0.231,spammail.net,0,1
pedro.pereira@gmaill.com,1,24,13,0,1,0,0,0.615,0.923,0.0,gmaill.com,0,1
483449@disposablemail.com,0,25,6,1,0,0,0,0.667,0.0,1.0,disposablemail.com,0,1
vitoria-souza@bol.com.br,1,24,13,0,0,0,1,0.769,0.923,0.0,bol.com.br,1,0
pantunes@outlook.com,1,20,8,0,0,0,0,0.875,1.0,0.0,outlook.com,1,0
rborges@hotmail.com,1,19,7,0,0,0,0,0.857,1.0,0.0,hotmail.com,1,0
sofia@live.com,1,14,5,0,0,0,0,1.0,1.0,0.0,live.com,1,0
rafael@outlok.com,1,17,6,0,0,0,0,0.833,1.0,0.0,outlok.com,0,1
henrique11.x@bol.com.br,1,23,12,1,1,0,0,0.833,0.75,0.167,bol.com.br,1,0
4224917@mailinator.com,0,22,7,1,0,0,0,0.714,0.0,1.0,mailinator.com,0,1
paulao-moura@yopmail.com,1,24,12,0,0,0,1,0.667,0.917,0.0,yopmail.com,0,1
406087235@randommail.xyz,0,24,9,1,0,0,0,0.889,0.0,1.0,randommail.xyz,0,1
898738435157@mailtemp.org,0,25,12,1,0,0,0,0.583,0.0,1.0,mailtemp.org,0,1
felipe-mendes@mailtemp.org,0,26,13,0,0,0,1,0.769,0.923,0.0,mailtemp.org,0,1
abc345@spammail.net,0,19,6,1,0,0,0,1.0,0.5,0.5,spammail.net,0,1
laura_freitas@protonmail.com,1,28,13,0,0,1,0,0.769,0.923,0.0,protonmail.com,1,0
sofia.alves@terra.com.br,1,24,11,0,1,0,0,0.818,0.909,0.0,terra.com.br,1,0
camila88@fake-mail.net,0,22,8,1,0,0,0,0.75,0.75,0.25,fake-mail.net,0,1
luana-freitas@mailtemp.org,0,26,13,0,0,0,1,0.846,0.923,0.0,mailtemp.org,0,1
test786@mailtemp.org,0,20,7,1,0,0,0,0.857,0.571,0.429,mailtemp.org,0,1
faraujo@yaho.com,0,16,7,0,0,0,0,0.857,1.0,0.0,yaho.com,0,1
633275@disposablemail.com,0,25,6,1,0,0,0,0.833,0.0,1.0,disposablemail.com,0,1
rodrigo@yopmail.com,1,19,7,0,0,0,0,0.714,1.0,0.0,yopmail.com,0,1
eduardo_barros@outlook.co,1,25,14,0,0,1,0,0.643,0.929,0.0,outlook.co,0,1
pedro.rocha@yaho.com,1,20,11,0,1,0,0,0.818,0.909,0.0,yaho.com,0,1
thiago.moura@gmx.com,1,20,12,0,1,0,0,0.833,0.917,0.0,gmx.com,0,1
eduardo-freitas@terra.com.br,1,28,15,0,0,0,1,0.733,0.933,0.0,terra.com.br,1,0
paulao@gmx.com,1,14,6,0,0,0,0,0.833,1.0,0.0,gmx.com,0,1
nicolas@terra.com.br,1,20,7,0,0,0,0,1.0,1.0,0.0,terra.com.br,1,0
gabriel76@terra.com.br,1,22,9,1,0,0,0,1.0,0.778,0.222,terra.com.br,1,0
henrique.barros@outlook.com,1,27,15,0,1,0,0,0.8,0.933,0.0,outlook.com,1,0
user544@disposablemail.com,0,26,7,1,0,0,0,0.857,0.571,0.429,disposablemail.com,0,1
443384336@mailcatch.com,0,23,9,1,0,0,0,0.444,0.0,1.0,mailcatch.com,0,1
test357@mailnow.org,0,19,7,1,0,0,0,0.857,0.571,0.429,mailnow.org,0,1
18636190@tempmail.co,0,20,8,1,0,0,0,0.75,0.0,1.0,tempmail.co,0,1
mariana_pereira@gmail.co,1,24,15,0,0,1,0,0.533,0.933,0.0,gmail.co,0,1
rqukjf8rq@guerrillamail.com,0,27,9,1,0,0,0,0.778,0.889,0.111,guerrillamail.com,0,1
rlima@hotmial.com,1,17,5,0,0,0,0,1.0,1.0,0.0,hotmial.com,0,1
pedro.nascimento@live.com,1,25,16,0,1,0,0,0.812,0.938,0.0,live.com,1,0
rafael882@hotmial.com,1,21,9,1,0,0,0,0.778,0.667,0.333,hotmial.com,0,1
juliana78@live.com,1,18,9,1,0,0,0,0.889,0.778,0.222,live.com,1,0
502066530918@mailcatch.com,0,26,12,1,0,0,0,0.667,0.0,1.0,mailcatch.com,0,1
7slkd4q@randommail.xyz,0,22,7,1,0,0,0,1.0,0.714,0.286,randommail.xyz,0,1
service1813@spammail.net,0,24,11,1,0,0,0,0.818,0.636,0.364,spammail.net,0,1
fpvu2ly@spammail.net,0,20,7,1,0,0,0,1.0,0.857,0.143,spammail.net,0,1
554423242021@spammail.net,0,25,12,1,0,0,0,0.5,0.0,1.0,spammail.net,0,1
carlos_mendes@hotmail.com,1,25,13,0,0,1,0,0.846,0.923,0.0,hotmail.com,1,0
73937715@guerrillamail.com,0,26,8,1,0,0,0,0.625,0.0,1.0,guerrillamail.com,0,1
lferreira@outlook.com,1,21,9,0,0,0,0,0.667,1.0,0.0,outlook.com,1,0
abarros@aol.com,1,15,7,0,0,0,0,0.714,1.0,0.0,aol.com,1,0
654249530@yopmail.com,0,21,9,1,0,0,0,0.778,0.0,1.0,yopmail.com,0,1
ricardo.nascimento@icloud.com,1,29,18,0,1,0,0,0.667,0.944,0.0,icloud.com,1,0
pantunes@bol.com.br,1,19,8,0,0,0,0,0.875,1.0,0.0,bol.com.br,1,0
support477@10minutemail.com,0,27,10,1,0,0,0,0.8,0.7,0.3,10minutemail.com,0,1
mateus_barros@gmail.com,1,23,13,0,0,1,0,0.769,0.923,0.0,gmail.com,1,0
39139349@guerrillamail.com,0,26,8,1,0,0,0,0.5,0.0,1.0,guerrillamail.com,0,1
4455512823@yopmail.com,0,22,10,1,0,0,0,0.6,0.0,1.0,yopmail.com,0,1
help760@tempmail.com,0,20,7,1,0,0,0,1.0,0.571,0.429,tempmail.com,0,1
isabela664.jr@gmail.com,1,23,13,1,1,0,0,0.846,0.692,0.231,gmail.com,1,0
eduardo-lima@yahoo.com,1,22,12,0,0,0,1,0.833,0.917,0.0,yahoo.com,1,0
service8809@tempmail.co,0,23,11,1,0,0,0,0.818,0.636,0.364,tempmail.co,0,1
208531@mailnow.org,0,18,6,1,0,0,0,1.0,0.0,1.0,mailnow.org,0,1
pedro@mailinator.com,0,20,5,0,0,0,0,1.0,1.0,0.0,mailinator.com,0,1
a22jyqmwt0@randommail.xyz,0,25,10,1,0,0,0,0.9,0.7,0.3,randommail.xyz,0,1
al97f71ru3b@yopmail.com,0,23,11,1,0,0,0,0.909,0.545,0.455,yopmail.com,0,1
lucas70@gmx.com,1,15,7,1,0,0,0,1.0,0.714,0.286,gmx.com,0,1
qk711u@disposablemail.com,0,25,6,1,0,0,0,0.833,0.5,0.5,disposablemail.com,0,1
paula79@uol.com.br,1,18,7,1,0,0,0,0.857,0.714,0.286,uol.com.br,1,0
paula@trashmail.com,0,19,5,0,0,0,0,0.8,1.0,0.0,trashmail.com,0,1
ialves@icloud.com,1,17,6,0,0,0,0,1.0,1.0,0.0,icloud.com,1,0
maria.carvalho@trashmail.com,0,28,14,0,1,0,0,0.714,0.929,0.0,trashmail.com,0,1
2115879853@fake-mail.net,0,24,10,1,0,0,0,0.7,0.0,1.0,fake-mail.net,0,1
contact5275@10minutemail.com,0,28,11,1,0,0,0,0.727,0.636,0.364,10minutemail.com,0,1
isabela55@protonmail.com,1,24,9,1,0,0,0,0.778,0.778,0.222,protonmail.com,1,0
maria467.jr@gmx.com,1,19,11,1,1,0,0,0.818,0.636,0.273,gmx.com,0,1
mvk89.tfa5@yopmail.com,0,22,10,1,1,0,0,1.0,0.6,0.3,yopmail.com,0,1
i0i.pkhvfjgp5-o@tempmail.co,0,27,15,1,1,0,1,0.867,0.733,0.133,tempmail.co,0,1
eduardo560@gmail.com,1,20,10,1,0,0,0,0.9,0.7,0.3,gmail.com,1,0
lalves@outlook.co,0,17,6,0,0,0,0,0.833,1.0,0.0,outlook.co,0,1
paula.moreira@icloud.com,1,24,13,0,1,0,0,0.769,0.923,0.0,icloud.com,1,0
example98@fake-mail.net,0,23,9,1,0,0,0,0.889,0.778,0.222,fake-mail.net,0,1
304068@guerrillamail.com,0,24,6,1,0,0,0,0.833,0.0,1.0,guerrillamail.com,0,1
vitoria92@yaho.com,0,18,9,1,0,0,0,0.889,0.778,0.222,yaho.com,0,1
sofia.araujo@hotmial.com,1,24,12,0,1,0,0,0.75,0.917,0.0,hotmial.com,0,1
nicolas73@randommail.xyz,0,24,9,1,0,0,0,1.0,0.778,0.222,randommail.xyz,0,1
gborges@hotmial.com,1,19,7,0,0,0,0,0.857,1.0,0.0,hotmial.com,0,1
giorgia.x@yaho.com,1,18,9,0,1,0,0,0.778,0.889,0.0,yaho.com,0,1
giorgia.santos@protonmail.com,1,29,14,0,1,0,0,0.643,0.929,0.0,protonmail.com,1,0
antonio@gmaill.com,1,18,7,0,0,0,0,0.714,1.0,0.0,gmaill.com,0,1
beatriz_rocha@outlook.com,1,25,13,0,0,1,0,0.846,0.923,0.0,outlook.com,1,0
antonio-nascimento@icloud.com,1,29,18,0,0,0,1,0.556,0.944,0.0,icloud.com,1,0
cpereira@yaho.com,1,17,8,0,0,0,0,0.75,1.0,0.0,yaho.com,0,1
henrique.silva@protonmail.com,1,29,14,0,1,0,0,0.857,0.929,0.0,protonmail.com,1,0
942327@mailinator.com,0,21,6,1,0,0,0,0.833,0.0,1.0,mailinator.com,0,1
nicolas.vieira@tempmail.co,0,26,14,0,1,0,0,0.786,0.929,0.0,tempmail.co,0,1
thiago769.x@gmx.com,1,19,11,1,1,0,0,1.0,0.636,0.273,gmx.com,0,1
mariana.lima@yaho.com,1,21,12,0,1,0,0,0.583,0.917,0.0,yaho.com,0,1
example232@disposablemail.com,0,29,10,1,0,0,0,0.8,0.7,0.3,disposablemail.com,0,1
juliana778@gmail.com,1,20,10,1,0,0,0,0.8,0.7,0.3,gmail.com,1,0
isabela@terra.com.br,1,20,7,0,0,0,0,0.857,1.0,0.0,terra.com.br,1,0
gabriel19@aol.com,1,17,9,1,0,0,0,1.0,0.778,0.222,aol.com,1,0
thiago.moreira@10minutemail.com,0,31,14,0,1,0,0,0.714,0.929,0.0,10minutemail.com,0,1
rafael-freitas@outlok.com,1,25,14,0,0,0,1,0.643,0.929,0.0,outlok.com,0,1
42xcv96q3qzd@mailinator.com,0,27,12,1,0,0,0,0.917,0.583,0.417,mailinator.com,0,1
camila.antunes@mailtemp.org,0,27,14,0,1,0,0,0.786,0.929,0.0,mailtemp.org,0,1
nicolas-rocha@gmail.com,1,23,13,0,0,0,1,0.769,0.923,0.0,gmail.com,1,0
bsantos@outlook.co,1,18,7,0,0,0,0,0.857,1.0,0.0,outlook.co,0,1
gustavo_silva@yaho.com,0,22,13,0,0,1,0,0.769,0.923,0.0,yaho.com,0,1
aline_silva@hotmial.com,1,23,11,0,0,1,0,0.727,0.909,0.0,hotmial.com,0,1
sofia@gmaill.com,1,16,5,0,0,0,0,1.0,1.0,0.0,gmaill.com,0,1
2344534028@spammail.net,0,23,10,1,0,0,0,0.6,0.0,1.0,spammail.net,0,1
w9ufzdep@10minutemail.com,0,25,8,1,0,0,0,1.0,0.875,0.125,10minutemail.com,0,1
mateus_barros@gmx.com,1,21,13,0,0,1,0,0.769,0.923,0.0,gmx.com,0,1
9664175@mailinator.com,0,22,7,1,0,0,0,0.857,0.0,1.0,mailinator.com,0,1
sofia386@yaho.com,1,17,8,1,0,0,0,1.0,0.625,0.375,yaho.com,0,1
gustavo.silva@outlok.com,1,24,13,0,1,0,0,0.769,0.923,0.0,outlok.com,0,1
camila-ferreira@gmx.com,1,23,15,0,0,0,1,0.6,0.933,0.0,gmx.com,0,1
psantos@outlook.co,0,18,7,0,0,0,0,0.857,1.0,0.0,outlook.co,0,1
help6063@tempmail.co,0,20,8,1,0,0,0,0.875,0.5,0.5,tempmail.co,0,1
